Gene_ID	KOFAM
UHM31.35749__k141_63854_256	NA
UHM31.35749__k141_132430_45	K07677
UHM31.35749__k141_108778_19	K01679
UHM31.35749__k141_165894_212	K15125
UHM31.35749__k141_133906_96	NA
UHM31.35749__k141_148736_1	K03841
UHM31.35749__k141_18027_11	K03791
UHM31.35749__k141_167741_12	K00074
UHM33.10831__k141_49822_61	NA
UHM33.10831__k141_74636_5	NA
UHM33.10831__k141_30246_3	K00948
UHM33.10831__k141_38775_25	NA
UHM33.10831__k141_2872_86	K01952
UHM36.10832__k141_60362_2	NA
UHM36.10832__k141_120342_122	K00088
UHM36.10832__k141_48554_5	K01661
UHM36.10832__k141_169715_1	NA
UHM36.10832__k141_187068_246	NA
UHM36.10832__k141_43056_261	K21006
UHM36.10832__k141_68194_2	K03147
UHM36.10832__k141_146583_134	K03446
UHM36.10832__k141_158305_33	NA
UHM36.10832__k141_115866_61	K00341
UHM36.10832__k141_115866_93	NA
UHM36.10832__k141_115866_157	K03593
UHM36.10832__k141_26074_7	K01676
UHM36.10832__k141_152311_143	K05539
UHM36.10832__k141_3018_93	K02557
UHM36.10832__k141_93009_66	K02886
UHM36.10832__k141_141612_180	NA
UHM36.10832__k141_171716_9	NA
UHM36.10832__k141_20931_2	K01338
UHM36.10832__k141_84207_1	NA
UHM36.10832__k141_10822_55	K13482
UHM36.35750__k141_93522_145	K02014
UHM36.35750__k141_30545_64	K01756
UHM36.35750__k141_90552_280	K07795
UHM36.35750__k141_70523_58	NA
UHM36.35750__k141_21107_110	K02673
UHM36.35750__k141_34689_83	K02014
UHM36.35750__k141_70872_249	NA
UHM36.35750__k141_12145_111	K08225
UHM36.35750__k141_12145_239	K00451
UHM36.35750__k141_52792_102	NA
UHM36.35750__k141_92015_1	K02992
UHM36.35751__k141_261_1	NA
UHM36.35751__k141_40517_325	NA
UHM36.35751__k141_35614_12	K08167
UHM36.35751__k141_2560_488	NA
UHM36.35751__k141_7851_21	K02014
UHM36.35751__k141_17971_363	K01190
UHM36.35751__k141_76022_368	K03699
UHM36.35751__k141_33132_10	K07795
UHM36.35751__k141_73859_257	NA
UHM36.35751__k141_69298_58	K07347
UHM36.35751__k141_15751_399	NA
UHM36.35751__k141_13512_213	K26061
UHM36.35751__k141_54235_12	NA
UHM36.35751__k141_61513_42	K00639
UHM36.35751__k141_61513_266	K01599
UHM36.35751__k141_61513_298	K20276
UHM36.35751__k141_16307_15	NA
UHM36.35751__k141_18741_225	K04561
UHM38.10833__k141_30745_1	NA
UHM38.35752__k141_90301_16	K07795
UHM38.35752__k141_113106_24	K05349
UHM38.35752__k141_128240_31	K09781
UHM38.35752__k141_120548_18	NA
UHM38.35752__k141_45874_27	K01940
UHM38.35752__k141_211320_150	NA
UHM38.35752__k141_211320_182	NA
UHM38.35752__k141_226258_4	K02948
UHM38.35752__k141_31350_1	NA
UHM38.35752__k141_144166_168	K06942
UHM38.35752__k141_235847_419	K01687
UHM38.35752__k141_206128_227	K06987
UHM38.35752__k141_146062_4	K01951
UHM38.35752__k141_34031_1	NA
UHM38.35752__k141_11430_1	NA
UHM38.35752__k141_177127_131	K03495
UHM38.35752__k141_140021_169	K03587
UHM38.35752__k141_162269_67	K03723
UHM38.35752__k141_162269_99	K00333
UHM38.35753__k141_567_135	K02897
UHM38.35753__k141_98520_1	K02652
UHM38.35753__k141_225137_98	NA
UHM38.35753__k141_209444_78	K09945
UHM38.35753__k141_51371_29	K11381
UHM38.35753__k141_51371_317	K03534
UHM40.10834__k141_24456_1	K03307
UHM40.10834__k141_52422_59	NA
UHM40.10834__k141_44606_126	K07165
UHM40.10834__k141_112632_2	K00849
UHM40.10834__k141_74168_3	K12573
UHM40.10834__k141_21753_2	K01495
UHM40.10834__k141_78799_1	K12251
UHM40.35754__k141_74246_21	NA
UHM40.35754__k141_74246_117	K12243
UHM40.35754__k141_13190_74	K01969
UHM40.35754__k141_70072_7	NA
UHM40.35754__k141_18053_1	K02233
UHM40.35754__k141_131871_29	NA
UHM40.35754__k141_13701_480	K00765
UHM40.35754__k141_92799_17	K03596
UHM40.35754__k141_101638_326	NA
UHM40.35754__k141_54441_129	K01265
UHM40.35754__k141_67833_5	NA
UHM40.35754__k141_108160_232	K00337
UHM40.35754__k141_108160_488	K00560
UHM40.35754__k141_108160_584	K01201
UHM40.35755__k141_24530_10	K00645
UHM40.35755__k141_98257_13	K07795
UHM40.35755__k141_142219_149	K18138
UHM40.35755__k141_88712_252	K18929
UHM40.35755__k141_88712_348	NA
UHM40.35755__k141_66157_90	NA
UHM40.35755__k141_66157_378	K03466
UHM40.35755__k141_90295_537	K02372
UHM40.35755__k141_90295_537	K02535
UHM40.35755__k141_90295_537	K16363
UHM40.35755__k141_67360_22	K01113
UHM41.10835__k141_62031_4	K02014
UHM41.10835__k141_62031_4	K16088
UHM41.10835__k141_28839_13	K17467
UHM41.10835__k141_76741_1	NA
UHM41.10835__k141_86476_67	K00702
UHM41.10835__k141_86476_67	K13688
UHM41.10835__k141_39371_17	K02982
UHM41.35756__k141_40322_4	NA
UHM41.35756__k141_1926_3	NA
UHM41.35756__k141_45714_6	K07795
UHM41.35756__k141_106102_348	K01649
UHM41.35757__k141_197883_250	K00259
UHM41.35757__k141_197883_250	K00324
UHM41.35757__k141_109431_280	K01733
UHM41.35757__k141_52012_27	NA
UHM41.35757__k141_97588_851	K02357
UHM41.35757__k141_161867_11	K08717
UHM41.35757__k141_188175_167	K03589
UHM41.35757__k141_195851_5	K03779
UHM43.10836__k141_114438_2	NA
UHM43.10836__k141_161216_524	K01933
UHM43.10836__k141_63839_26	NA
UHM43.10836__k141_18548_4	K06907
UHM43.10836__k141_162195_6	NA
UHM43.10836__k141_28381_11	NA
UHM43.10836__k141_101202_104	NA
UHM43.10836__k141_146915_919	K02600
UHM43.10836__k141_163085_81	K00382
UHM43.10836__k141_163085_433	K15738
UHM44.10837__k141_10283_32	K18346
UHM44.10837__k141_942_30	NA
UHM44.10837__k141_5905_63	NA
UHM44.10837__k141_60831_2	K20509
UHM44.10837__k141_3695_1	NA
UHM44.10837__k141_70968_220	NA
UHM44.10837__k141_61706_117	NA
UHM45.10838__k141_37320_25	NA
UHM45.10838__k141_58926_7	K01547
UHM45.10838__k141_58926_359	NA
UHM45.10838__k141_58926_743	K00252
UHM45.10838__k141_58926_775	K00164
UHM45.10838__k141_77937_129	K03077
UHM45.10838__k141_70383_7	K01524
UHM45.10838__k141_115245_133	K03543
UHM45.10838__k141_31996_4	NA
UHM45.35758__k141_222388_89	NA
UHM45.35758__k141_111631_254	K07568
UHM45.35758__k141_60186_17	NA
UHM45.35758__k141_156774_218	K08264
UHM45.35758__k141_134523_107	NA
UHM45.35758__k141_4004_85	K07347
UHM45.35758__k141_25709_70	NA
UHM45.35759__k141_88213_41	K04759
UHM45.35759__k141_88213_169	K02112
UHM45.35759__k141_96340_171	K01740
UHM45.35759__k141_109641_8	K02452
UHM45.35759__k141_34055_211	K03595
UHM45.35759__k141_81174_105	NA
UHM45.35759__k141_90379_2	K07702
UHM45.35759__k141_49072_89	NA
UHM45.35759__k141_53792_62	NA
UHM56.10839__k141_24386_13	K06180
UHM56.10839__k141_76311_46	NA
UHM56.10839__k141_76311_430	NA
UHM56.10839__k141_93486_26	NA
UHM56.10839__k141_40489_1064	K00956
UHM56.10839__k141_40489_1448	K00764
UHM56.10839__k141_84461_63	K10716
UHM56.10839__k141_60030_9	K07038
UHM56.10839__k141_47187_95	NA
UHM56.35760__k141_4088_8	K00355
UHM56.35760__k141_4098_176	K02028
UHM56.35760__k141_20384_387	K02014
UHM56.35760__k141_12473_85	K15125
UHM56.35760__k141_12473_117	NA
UHM56.35760__k141_12473_181	K01707
UHM56.35760__k141_73635_12	K07347
UHM56.35760__k141_61360_13	K13735
UHM56.35760__k141_34175_189	K05805
UHM56.35760__k141_59228_40	NA
UHM56.35761__k141_69195_18	NA
UHM56.35761__k141_55955_37	NA
UHM56.35761__k141_125721_1	NA
UHM56.35761__k141_163270_109	NA
UHM72.35762__k141_87708_12	K07347
UHM72.35762__k141_71801_56	K07345
UHM72.35762__k141_12195_266	K08234
UHM72.35762__k141_87976_6	NA
UHM72.35762__k141_111631_62	NA
UHM72.35762__k141_88279_127	NA
UHM72.35762__k141_72216_188	NA
UHM72.35762__k141_48448_36	K03566
UHM72.35762__k141_83953_180	K07795
UHM72.35762__k141_26036_24	K03320
UHM72.35762__k141_86186_53	K02014
UHM72.35762__k141_86186_53	K16090
UHM72.35762__k141_82385_1	NA
UHM72.35762__k141_27220_1	K00850
UHM72.35762__k141_10733_206	K03654
UHM72.35762__k141_78279_1	NA
UHM72.35762__k141_15222_3	NA
UHM72.35762__k141_19855_10	NA
UHM72.35763__k141_80706_28	NA
UHM72.35763__k141_31124_6	NA
UHM72.35763__k141_96616_292	NA
UHM72.35763__k141_90569_66	NA
UHM72.35763__k141_50524_126	NA
UHM72.35763__k141_7844_8	K03892
UHM72.35763__k141_15199_20	NA
UHM72.35763__k141_24009_8	K03546
UHM72.35763__k141_39290_5	K02014
UHM72.35763__k141_39290_5	K16090
UHM72.35763__k141_11829_10	K01685
UHM72.35764__k141_139944_67	K05834
UHM72.35764__k141_168051_209	K08475
UHM72.35764__k141_156959_99	K07248
UHM72.35764__k141_62165_6	K03319
UHM72.35764__k141_163002_40	NA
UHM72.35764__k141_35202_114	K18890
UHM72.35764__k141_52967_25	K21395
UHM72.35764__k141_142742_31	K02529
UHM72.35764__k141_137124_133	K01869
UHM72.35764__k141_137124_197	K01556
UHM72.35764__k141_54202_7	K01258
UHM72.35764__k141_54202_231	K03701
UHM72.35764__k141_122950_18	K01868
UHM739.35775__k141_37335_2	NA
UHM102.35765__k141_119582_89	K02650
UHM102.35765__k141_138585_108	K21572
UHM102.35765__k141_43261_34	K13599
UHM102.35765__k141_38733_11	NA
UHM102.35765__k141_124473_115	K25137
UHM102.35765__k141_139088_17	K01372
UHM102.35765__k141_148405_25	NA
UHM102.35765__k141_59197_39	K01874
UHM102.35765__k141_26183_29	K09800
UHM102.35765__k141_88887_202	NA
UHM102.35765__k141_132204_16	K05372
UHM102.35765__k141_75028_285	NA
UHM102.35766__k141_32415_16	K03405
UHM102.35766__k141_118989_9	K03292
UHM102.35766__k141_167698_3	NA
UHM102.35766__k141_17313_215	K03769
UHM102.35766__k141_17313_471	NA
UHM102.35766__k141_14013_68	K00161
UHM102.35766__k141_51846_7	K01206
UHM102.35766__k141_164891_5	K10206
UHM102.35766__k141_165116_227	K10844
UHM102.35766__k141_159626_3	K02429
UHM102.35767__k141_213412_44	NA
UHM125.35768__k141_74960_104	NA
UHM125.35768__k141_75006_3	NA
UHM125.35768__k141_50463_6	K01153
UHM125.35768__k141_130735_45	NA
UHM125.35768__k141_122866_1	K07154
UHM125.35768__k141_19096_8	NA
UHM125.35768__k141_138401_13	NA
UHM125.35769__k141_179172_2	K23677
UHM125.35769__k141_153290_11	NA
UHM125.35769__k141_64006_174	K07687
UHM125.35769__k141_2916_1	K15125
UHM125.35769__k141_145767_21	K15125
UHM125.35769__k141_191516_20	NA
UHM125.35769__k141_47199_2	K02034
UHM125.35769__k141_217918_12	K03607
UHM125.35769__k141_32200_7	NA
UHM125.35770__k141_163370_2	NA
UHM125.35770__k141_194034_77	NA
UHM125.35770__k141_113674_39	NA
UHM125.35770__k141_165328_8	NA
UHM125.35770__k141_234616_97	K07154
UHM125.35770__k141_56051_18	K07241
UHM125.35770__k141_299193_115	NA
UHM125.35770__k141_299193_179	K05799
UHM145.35771__k141_69641_33	NA
UHM145.35771__k141_51193_1	NA
UHM145.35771__k141_55926_226	K06153
UHM145.35771__k141_98788_84	K02470
UHM145.35771__k141_38541_27	NA
UHM145.35771__k141_38541_91	K21574
UHM145.35771__k141_99275_75	NA
UHM145.35771__k141_112876_12	K01805
UHM145.35771__k141_35042_36	NA
UHM145.35771__k141_85386_22	K04761
UHM145.35771__k141_85386_118	K18139
UHM145.35771__k141_53940_3	K02016
UHM145.35771__k141_68385_8	K01586
UHM145.35771__k141_113991_25	K07407
UHM145.35771__k141_87352_266	NA
UHM145.35771__k141_64864_79	NA
UHM145.35772__k141_115490_172	K01895
UHM145.35772__k141_90447_27	NA
UHM145.35772__k141_117481_100	NA
UHM145.35772__k141_15309_14	NA
UHM145.35772__k141_67375_54	NA
UHM145.35772__k141_25235_516	K09458
UHM145.35772__k141_20303_53	NA
UHM145.35772__k141_62478_1	NA
UHM145.35773__k141_42532_49	NA
UHM145.35773__k141_60596_2	NA
UHM145.35773__k141_145554_22	NA
UHM17.10826__k141_246405_3	K00620
UHM17.10826__k141_240640_1	NA
UHM17.10826__k141_299498_2	NA
UHM17.35739__k141_51039_7	K01153
UHM17.35740__k141_30061_50	K02031
UHM18.10827__k141_109029_14	NA
UHM18.10827__k141_118721_12	K07795
UHM18.10827__k141_17609_1	NA
UHM18.10827__k141_21827_2	K03427
UHM18.35741__k141_104150_3	K00335
UHM18.35741__k141_13930_2	K03790
UHM18.35741__k141_10210_6	K01641
UHM18.35741__k141_1453_4	NA
UHM18.35741__k141_32681_1	NA
UHM18.35741__k141_2787_27	NA
UHM18.35741__k141_76579_5	K00052
UHM18.35741__k141_22465_1	NA
UHM18.35742__k141_69200_67	K15540
UHM18.35742__k141_167699_3	K00773
UHM20.10828__k141_29156_2	NA
