Gene_ID,baseMean,log2FoldChange,padj,EC,cazyme_fam,sub_fam,diamond_fam,Substrate,#ofTools,DOMAIN,ACCESSION,EVALUE,QSTART,QEND,HMMSTART,HMMEND
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,He_PIG,PF05345.17,7.2e-118,547,628,2,95
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,He_PIG,PF05345.17,7.2e-118,632,713,2,95
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,He_PIG,PF05345.17,7.2e-118,718,799,3,96
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,He_PIG,PF05345.17,7.2e-118,805,887,2,95
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,He_PIG,PF05345.17,7.2e-118,891,973,2,95
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,He_PIG,PF05345.17,7.2e-118,977,1058,2,95
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,He_PIG,PF05345.17,7.2e-118,1062,1142,2,95
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,He_PIG,PF05345.17,7.2e-118,1148,1230,1,95
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,Big_6,PF17936.6,1.4000000000000002e-22,1340,1410,12,81
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,Big_6,PF17936.6,1.4000000000000002e-22,1414,1493,1,81
UHM125.35768__k141_154779_57,506.191070249566,-4.10333283176219,0.018235304935444,NA,NA,NA,NA,NA,NA,Invasin_D3,PF09134.15,4.1e-13,1238,1330,3,97
UHM125.35768__k141_158109_184,678.726139377751,-4.08947021073084,0.0397859030600333,NA,NA,NA,NA,NA,NA,Big_9,PF17963.6,1.8e-8,1809,1893,3,86
UHM125.35768__k141_158109_184,678.726139377751,-4.08947021073084,0.0397859030600333,NA,NA,NA,NA,NA,NA,Big_9,PF17963.6,1.8e-8,1911,1990,11,88
UHM125.35768__k141_158109_184,678.726139377751,-4.08947021073084,0.0397859030600333,NA,NA,NA,NA,NA,NA,Big_3_2,PF12245.13,9.5e-8,1427,1449,91,114
UHM125.35769__k141_116773_2,460.551636581244,-2.31746190034553,0.673482702079673,NA,NA,NA,NA,NA,NA,Mrr_cat,PF04471.17,2.2e-14,76,182,2,115
UHM125.35769__k141_19257_2,581.310597456991,-2.02838851405841,0.744361671177133,NA,NA,NA,NA,NA,NA,SmpA_OmlA,PF04355.18,1.7e-24,48,117,1,70
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Big_9,PF17963.6,3e-104,1013,1098,3,89
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Big_9,PF17963.6,3e-104,1103,1185,4,89
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Big_9,PF17963.6,3e-104,1189,1271,3,88
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Big_9,PF17963.6,3e-104,1279,1358,6,89
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Big_9,PF17963.6,3e-104,1362,1443,3,88
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Big_9,PF17963.6,3e-104,1447,1530,2,88
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Big_9,PF17963.6,3e-104,1573,1626,36,89
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Big_9,PF17963.6,3e-104,1634,1710,8,88
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Cadherin_5,PF17892.6,3.5e-50,1106,1186,10,97
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Cadherin_5,PF17892.6,3.5e-50,1296,1359,29,97
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Cadherin_5,PF17892.6,3.5e-50,1447,1530,3,95
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Cadherin_5,PF17892.6,3.5e-50,1573,1627,42,97
UHM125.35769__k141_38392_19,543.954091989182,-4.10180068803729,0.0169542004254141,NA,NA,NA,NA,NA,NA,Cadherin_5,PF17892.6,3.5e-50,1637,1712,14,97
UHM125.35769__k141_30988_53,911.712587111751,-2.01161368219825,0.770322900789229,NA,NA,NA,NA,NA,NA,MFS_1,PF07690.21,3e-20,21,350,5,342
UHM125.35769__k141_266778_1,367.420268480293,-2.01048373552919,0.770408283206746,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM125.35769__k141_53572_2,734.481609017946,-2.00846085552041,0.757546962631085,NA,NA,NA,NA,NA,NA,CobS,PF02654.20,7.4e-52,10,265,1,207
UHM125.35770__k141_40696_40,271.646073066913,-2.07938182396466,0.703575767156249,NA,NA,NA,NA,NA,NA,HTH_62,PF20552.3,9.799999999999999e-31,3,73,2,72
UHM125.35770__k141_81730_133,569.091619890525,-3.96884613044943,0.0196447163792012,3.2.1.1:3+3.2.1.41:10+3.2.1.41:28+3.2.1.68:1+3.2.1.68:4,GH13_13(1323-1717)+GH13_13(207-554),CBM48_e30+GH13_e183,-,glycogen+starch+sucrose,2,X25_BaPul_like,PF22058.1,4.1e-75,39,129,2,87
UHM125.35770__k141_81730_133,569.091619890525,-3.96884613044943,0.0196447163792012,3.2.1.1:3+3.2.1.41:10+3.2.1.41:28+3.2.1.68:1+3.2.1.68:4,GH13_13(1323-1717)+GH13_13(207-554),CBM48_e30+GH13_e183,-,glycogen+starch+sucrose,2,X25_BaPul_like,PF22058.1,4.1e-75,820,913,2,86
UHM125.35770__k141_81730_133,569.091619890525,-3.96884613044943,0.0196447163792012,3.2.1.1:3+3.2.1.41:10+3.2.1.41:28+3.2.1.68:1+3.2.1.68:4,GH13_13(1323-1717)+GH13_13(207-554),CBM48_e30+GH13_e183,-,glycogen+starch+sucrose,2,X25_BaPul_like,PF22058.1,4.1e-75,923,1014,2,86
UHM125.35770__k141_81730_133,569.091619890525,-3.96884613044943,0.0196447163792012,3.2.1.1:3+3.2.1.41:10+3.2.1.41:28+3.2.1.68:1+3.2.1.68:4,GH13_13(1323-1717)+GH13_13(207-554),CBM48_e30+GH13_e183,-,glycogen+starch+sucrose,2,Alpha-amylase,PF00128.29,1.5e-69,199,559,1,344
UHM125.35770__k141_81730_133,569.091619890525,-3.96884613044943,0.0196447163792012,3.2.1.1:3+3.2.1.41:10+3.2.1.41:28+3.2.1.68:1+3.2.1.68:4,GH13_13(1323-1717)+GH13_13(207-554),CBM48_e30+GH13_e183,-,glycogen+starch+sucrose,2,Pullul_strch_C,PF11852.13,2.6999999999999996e-57,1744,1906,3,164
UHM125.35770__k141_81730_133,569.091619890525,-3.96884613044943,0.0196447163792012,3.2.1.1:3+3.2.1.41:10+3.2.1.41:28+3.2.1.68:1+3.2.1.68:4,GH13_13(1323-1717)+GH13_13(207-554),CBM48_e30+GH13_e183,-,glycogen+starch+sucrose,2,Pullulanase_N2,PF17967.6,4.4e-20,1029,1150,1,112
UHM125.35770__k141_81730_133,569.091619890525,-3.96884613044943,0.0196447163792012,3.2.1.1:3+3.2.1.41:10+3.2.1.41:28+3.2.1.68:1+3.2.1.68:4,GH13_13(1323-1717)+GH13_13(207-554),CBM48_e30+GH13_e183,-,glycogen+starch+sucrose,2,CBM_48,PF02922.23,5.5e-6,1161,1246,2,83
UHM125.35770__k141_116528_24,285.356953869077,-3.90755304394252,0.00539162192847208,NA,NA,NA,NA,NA,NA,RNase_E_G,PF10150.14,1.1e-99,616,885,1,270
UHM125.35770__k141_302838_220,237.509352134449,-3.87492798058519,0.00413578410481948,NA,NA,NA,NA,NA,NA,DSHCT,PF08148.17,1.4e-38,754,922,2,171
UHM125.35770__k141_302838_220,237.509352134449,-3.87492798058519,0.00413578410481948,NA,NA,NA,NA,NA,NA,DEAD,PF00270.34,2.5e-25,18,168,3,166
UHM125.35770__k141_302838_220,237.509352134449,-3.87492798058519,0.00413578410481948,NA,NA,NA,NA,NA,NA,ResIII,PF04851.20,5.5e-10,13,163,2,162
UHM125.35770__k141_302838_220,237.509352134449,-3.87492798058519,0.00413578410481948,NA,NA,NA,NA,NA,NA,Helicase_C,PF00271.36,4.4e-6,362,440,40,110
UHM145.35771__k141_10742_141,356.327966962278,-2.05380867629434,0.0810300705143453,NA,NA,NA,NA,NA,NA,Complex1_51K,PF01512.22,5e-42,62,233,1,149
UHM145.35771__k141_10742_141,356.327966962278,-2.05380867629434,0.0810300705143453,NA,NA,NA,NA,NA,NA,NADH_4Fe-4S,PF10589.14,1.7e-32,345,427,2,84
UHM145.35771__k141_10742_141,356.327966962278,-2.05380867629434,0.0810300705143453,NA,NA,NA,NA,NA,NA,SLBB,PF10531.14,4.2e-9,258,305,3,54
UHM145.35771__k141_71861_314,308.16019273949,-2.05126164266469,0.28444246955632,NA,NA,NA,NA,NA,NA,ABC_tran,PF00005.32,8.9e-29,24,161,1,137
UHM145.35771__k141_71861_314,308.16019273949,-2.05126164266469,0.28444246955632,NA,NA,NA,NA,NA,NA,AAA_21,PF13304.11,4.8e-12,129,190,234,298
UHM145.35771__k141_95261_7,294.156668988625,-2.17849920804558,0.313517982927173,NA,NA,NA,NA,NA,NA,UreF,PF01730.21,1.5e-35,37,185,1,150
UHM145.35772__k141_41440_156,923.535915835489,-2.06129113408142,0.186915240064945,NA,NA,NA,NA,NA,NA,ACR_tran,PF00873.24,2.4e-164,8,1041,3,1018
UHM145.35772__k141_41440_156,923.535915835489,-2.06129113408142,0.186915240064945,NA,NA,NA,NA,NA,NA,MMPL,PF03176.20,1.4e-8,881,1042,132,301
UHM145.35772__k141_33013_402,332.827409536432,-2.23126150427381,0.255347430533383,NA,NA,NA,NA,NA,NA,FlgE_D2,PF07559.19,3.6e-26,163,288,2,142
UHM145.35772__k141_33013_402,332.827409536432,-2.23126150427381,0.255347430533383,NA,NA,NA,NA,NA,NA,Flg_bbr_C,PF06429.18,2e-16,361,406,1,46
UHM145.35772__k141_33013_402,332.827409536432,-2.23126150427381,0.255347430533383,NA,NA,NA,NA,NA,NA,LlgE_F_G_D1,PF22692.1,3.4e-11,83,172,1,56
UHM145.35772__k141_33013_402,332.827409536432,-2.23126150427381,0.255347430533383,NA,NA,NA,NA,NA,NA,Flg_bb_rod,PF00460.25,2e-7,3,33,1,31
UHM145.35773__k141_148005_39,2105.14829536092,-2.02615541754989,0.591687294499716,NA,NA,NA,NA,NA,NA,Oxidored_FMN,PF00724.25,1.5e-65,405,735,2,333
UHM145.35773__k141_148005_39,2105.14829536092,-2.02615541754989,0.591687294499716,NA,NA,NA,NA,NA,NA,FAD_binding_3,PF01494.24,2.4e-14,3,325,4,339
UHM145.35773__k141_148005_39,2105.14829536092,-2.02615541754989,0.591687294499716,NA,NA,NA,NA,NA,NA,Lycopene_cycl,PF05834.17,8.1e-6,3,145,2,133
UHM145.35773__k141_214690_121,310.303256351699,-2.00279944332349,0.739596166327452,NA,NA,NA,NA,NA,NA,Lipoprotein_15,PF03640.20,9.999999999999999e-31,36,72,10,47
UHM145.35773__k141_214690_121,310.303256351699,-2.00279944332349,0.739596166327452,NA,NA,NA,NA,NA,NA,Lipoprotein_15,PF03640.20,9.999999999999999e-31,85,128,2,47
UHM145.35773__k141_214690_217,951.418004635563,-2.08341879202285,0.459264035278703,NA,NA,NA,NA,NA,NA,MMR_HSR1,PF01926.28,1.2e-24,77,190,2,113
UHM145.35773__k141_214690_217,951.418004635563,-2.08341879202285,0.459264035278703,NA,NA,NA,NA,NA,NA,KH_2,PF07650.22,1.4e-18,274,354,1,77
UHM145.35773__k141_214690_217,951.418004635563,-2.08341879202285,0.459264035278703,NA,NA,NA,NA,NA,NA,FeoB_N,PF02421.23,8.7e-13,77,230,3,152
UHM145.35773__k141_214690_217,951.418004635563,-2.08341879202285,0.459264035278703,NA,NA,NA,NA,NA,NA,AIG1,PF04548.21,8.9e-9,77,177,3,106
UHM145.35773__k141_214690_217,951.418004635563,-2.08341879202285,0.459264035278703,NA,NA,NA,NA,NA,NA,Ras,PF00071.27,2.5e-5,78,235,3,157
UHM145.35773__k141_214690_313,469.518411756737,-2.68501782864487,0.395888266099767,NA,NA,NA,NA,NA,NA,ABC_tran,PF00005.32,5.7e-29,36,180,2,136
UHM145.35773__k141_132828_13,916.801077151919,-2.10127429870635,0.694740247637658,NA,NA,NA,NA,NA,NA,Peripla_BP_6,PF13458.11,8e-52,27,367,1,340
UHM145.35773__k141_132828_13,916.801077151919,-2.10127429870635,0.694740247637658,NA,NA,NA,NA,NA,NA,Peripla_BP_5,PF13433.11,3.3e-12,28,368,1,339
UHM145.35773__k141_132828_13,916.801077151919,-2.10127429870635,0.694740247637658,NA,NA,NA,NA,NA,NA,ANF_receptor,PF01094.33,3.1e-9,69,361,24,345
UHM145.35773__k141_232858_93,139.826495126422,-2.30255911683584,0.0102249377470699,NA,NA,NA,NA,NA,NA,Fimbrial,PF00419.25,6e-14,226,389,9,150
UHM145.35773__k141_232858_93,139.826495126422,-2.30255911683584,0.0102249377470699,NA,NA,NA,NA,NA,NA,MrkDrd,PF22003.1,3.4e-7,56,199,6,126
UHM145.35773__k141_5351_34,647.427319759394,-2.04618937692076,0.689430304840198,NA,NA,NA,NA,NA,NA,adh_short_C2,PF13561.11,5.0999999999999995e-53,21,253,6,235
UHM145.35773__k141_5351_34,647.427319759394,-2.04618937692076,0.689430304840198,NA,NA,NA,NA,NA,NA,adh_short,PF00106.30,3.3999999999999997e-48,13,208,2,193
UHM145.35773__k141_5351_34,647.427319759394,-2.04618937692076,0.689430304840198,NA,NA,NA,NA,NA,NA,KR,PF08659.15,4.1e-11,13,167,2,152
UHM145.35773__k141_5351_130,2164.04337411653,-2.13386084139918,0.526338967450069,NA,NA,NA,NA,NA,NA,Molybdopterin,PF00384.27,4.7e-65,62,499,1,352
UHM145.35773__k141_5351_130,2164.04337411653,-2.13386084139918,0.526338967450069,NA,NA,NA,NA,NA,NA,Molydop_binding,PF01568.26,5e-25,604,723,1,110
UHM145.35773__k141_5351_130,2164.04337411653,-2.13386084139918,0.526338967450069,NA,NA,NA,NA,NA,NA,Molybdop_Fe4S4,PF04879.21,7.4e-18,1,50,1,50
UHM145.35773__k141_5351_130,2164.04337411653,-2.13386084139918,0.526338967450069,NA,NA,NA,NA,NA,NA,Fer2_BFD,PF04324.20,1.5e-6,888,938,2,48
UHM145.35773__k141_5351_290,665.662732508475,-2.08454843734998,0.578825626743956,NA,NA,NA,NA,NA,NA,DUF815,PF05673.18,1.2e-101,39,291,3,248
UHM145.35773__k141_5351_322,897.357592902176,-2.00231360195885,0.486925827167079,NA,NA,NA,NA,NA,NA,ABC_tran,PF00005.32,2.7e-35,24,165,2,136
UHM145.35773__k141_5351_322,897.357592902176,-2.00231360195885,0.486925827167079,NA,NA,NA,NA,NA,NA,TOBE_2,PF08402.15,6.2e-9,258,327,1,76
UHM145.35773__k141_219263_75,421.089840011175,-2.25059418145584,0.705189859800019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM145.35773__k141_171720_38,1035.39251812909,-2.01306811022402,0.732167541399794,NA,NA,NA,NA,NA,NA,BATS,PF06968.18,4.3e-28,258,349,1,88
UHM145.35773__k141_171720_38,1035.39251812909,-2.01306811022402,0.732167541399794,NA,NA,NA,NA,NA,NA,Radical_SAM,PF04055.26,4.4e-23,87,242,3,161
UHM145.35773__k141_171720_70,894.123720147486,-2.12160476075691,0.704836683546191,NA,NA,NA,NA,NA,NA,FemAB_like,PF04339.17,7.3e-9,104,334,117,341
UHM145.35773__k141_171720_262,512.398840376094,-2.11107036639538,0.702260625848879,NA,NA,NA,NA,NA,NA,HTH_24,PF13412.11,2.8e-20,4,51,1,48
UHM145.35773__k141_171720_262,512.398840376094,-2.11107036639538,0.702260625848879,NA,NA,NA,NA,NA,NA,HTH_AsnC-type,PF13404.11,5.6e-18,4,45,1,42
UHM145.35773__k141_171720_262,512.398840376094,-2.11107036639538,0.702260625848879,NA,NA,NA,NA,NA,NA,AsnC_trans_reg,PF01037.26,1.4e-15,81,143,10,72
UHM145.35773__k141_172489_50,421.961413224913,-2.13503392165092,0.740137997166835,NA,NA,NA,NA,NA,NA,Fer2_2,PF01799.25,4.1e-31,76,148,1,74
UHM145.35773__k141_172489_50,421.961413224913,-2.13503392165092,0.740137997166835,NA,NA,NA,NA,NA,NA,Fer2,PF00111.32,3.7e-7,9,62,2,55
UHM17.10826__k141_179496_29,373.517794459113,-2.11711045613152,0.00413578410481948,NA,NA,NA,NA,NA,NA,UvrD-helicase,PF00580.26,2.2e-51,15,436,12,269
UHM17.10826__k141_179496_29,373.517794459113,-2.11711045613152,0.00413578410481948,NA,NA,NA,NA,NA,NA,UvrD_C,PF13361.11,1.2e-19,684,809,241,339
UHM17.10826__k141_179496_29,373.517794459113,-2.11711045613152,0.00413578410481948,NA,NA,NA,NA,NA,NA,AAA_19,PF13245.11,4.8e-12,20,423,15,134
UHM17.10826__k141_179496_29,373.517794459113,-2.11711045613152,0.00413578410481948,NA,NA,NA,NA,NA,NA,PDDEXK_1,PF12705.12,4.9e-6,950,1122,36,175
UHM17.10826__k141_10321_188,295.147453647993,-2.41445767186657,0.628445767152918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM17.10826__k141_265484_69,923.840090429294,-4.47132922551723,0.0202137779616062,NA,NA,NA,NA,NA,NA,HATPase_c,PF02518.31,3.5999999999999996e-31,499,614,2,110
UHM17.10826__k141_265484_69,923.840090429294,-4.47132922551723,0.0202137779616062,NA,NA,NA,NA,NA,NA,Response_reg,PF00072.29,2.6999999999999997e-25,657,771,1,110
UHM17.10826__k141_265484_69,923.840090429294,-4.47132922551723,0.0202137779616062,NA,NA,NA,NA,NA,NA,HisKA,PF00512.30,4.2e-15,387,450,2,65
UHM17.10826__k141_265484_69,923.840090429294,-4.47132922551723,0.0202137779616062,NA,NA,NA,NA,NA,NA,SBP_bac_3,PF00497.25,4.6e-12,98,157,3,62
UHM17.10826__k141_265484_69,923.840090429294,-4.47132922551723,0.0202137779616062,NA,NA,NA,NA,NA,NA,Hpt,PF01627.28,1.3e-9,797,871,2,77
UHM17.10826__k141_296939_86,946.968754757288,-2.01847634384978,0.774085599548773,NA,NA,NA,NA,NA,NA,DAO,PF01266.29,1.5999999999999998e-36,5,367,1,350
UHM17.10826__k141_296939_86,946.968754757288,-2.01847634384978,0.774085599548773,NA,NA,NA,NA,NA,NA,NAD_binding_8,PF13450.11,2e-6,8,46,1,38
UHM17.10826__k141_296939_86,946.968754757288,-2.01847634384978,0.774085599548773,NA,NA,NA,NA,NA,NA,FAD_binding_2,PF00890.29,4.1e-5,5,53,1,49
UHM17.10826__k141_296939_214,1424.19726414923,-2.0113412962056,0.714921334637399,NA,NA,NA,NA,NA,NA,GGDEF,PF00990.26,4.6e-43,374,523,2,161
UHM17.10826__k141_296939_214,1424.19726414923,-2.0113412962056,0.714921334637399,NA,NA,NA,NA,NA,NA,dCache_1,PF02743.23,1.1e-21,53,275,3,239
UHM17.10826__k141_296939_214,1424.19726414923,-2.0113412962056,0.714921334637399,NA,NA,NA,NA,NA,NA,HK-GC-Chemotax_sensor,PF22309.1,1.2e-7,105,183,36,116
UHM17.10826__k141_14054_18,337.259053872948,-2.13704823703902,0.671569896387068,NA,NA,NA,NA,NA,NA,Glyoxalase,PF00903.30,9.1e-11,6,125,4,121
UHM17.10826__k141_14054_18,337.259053872948,-2.13704823703902,0.671569896387068,NA,NA,NA,NA,NA,NA,Glyoxalase_4,PF13669.11,1.1e-6,6,99,2,97
UHM17.10826__k141_223834_45,736.045186551967,-2.77048756572984,0.167690964470909,NA,NA,NA,NA,NA,NA,IMPDH,PF00478.30,4e-164,7,477,1,345
UHM17.10826__k141_223834_45,736.045186551967,-2.77048756572984,0.167690964470909,NA,NA,NA,NA,NA,NA,CBS,PF00571.33,3e-18,94,138,7,52
UHM17.10826__k141_223834_45,736.045186551967,-2.77048756572984,0.167690964470909,NA,NA,NA,NA,NA,NA,CBS,PF00571.33,3e-18,147,203,1,53
UHM17.10826__k141_223834_77,244.209287288529,-2.15322234263708,0.709401562326734,NA,NA,NA,NA,NA,NA,DCC1-like,PF04134.17,8e-31,3,112,1,113
UHM17.10826__k141_7642_128,446.719663487594,-2.0676695593122,0.742885471898315,NA,NA,NA,NA,NA,NA,BTP,PF05232.17,1.1999999999999999e-43,28,89,2,64
UHM17.10826__k141_7642_128,446.719663487594,-2.0676695593122,0.742885471898315,NA,NA,NA,NA,NA,NA,BTP,PF05232.17,1.1999999999999999e-43,95,157,1,63
UHM17.10826__k141_34651_121,926.954377614011,-2.03916479792478,0.432009517661605,NA,NA,NA,NA,NA,NA,Semialdhyde_dhC_1,PF22698.1,9.1e-27,121,291,1,165
UHM17.10826__k141_34651_185,660.691960868155,-2.00875089215172,0.759135462133049,NA,NA,NA,NA,NA,NA,Methyltrans_RNA,PF04452.19,1.4e-49,79,243,3,164
UHM17.35739__k141_9807_184,369.366244187472,-2.25491888161552,0.265361702214876,NA,NA,NA,NA,NA,NA,Molybdopterin,PF00384.27,5.9e-21,112,484,1,288
UHM17.35739__k141_9807_184,369.366244187472,-2.25491888161552,0.265361702214876,NA,NA,NA,NA,NA,NA,Molydop_binding,PF01568.26,4.6e-7,642,749,1,109
UHM17.35739__k141_80560_8,457.750380842392,-3.41618615054091,0.0314131179781691,NA,NA,NA,NA,NA,NA,Acyl-CoA_dh_M,PF02770.24,3.5e-21,125,219,1,97
UHM17.35739__k141_80560_8,457.750380842392,-3.41618615054091,0.0314131179781691,NA,NA,NA,NA,NA,NA,Acyl-CoA_dh_1,PF00441.29,4.3e-20,231,396,1,149
UHM17.35739__k141_80560_8,457.750380842392,-3.41618615054091,0.0314131179781691,NA,NA,NA,NA,NA,NA,Acyl-CoA_dh_N,PF02771.21,3.2e-18,6,121,1,113
UHM17.35739__k141_80560_72,286.21878218922,-2.12051751651942,0.706524239458034,NA,NA,NA,NA,NA,NA,FdsD,PF11390.13,6.5e-26,5,67,1,61
UHM17.35739__k141_42889_34,1062.46860787812,-2.61792955829254,0.421168656834126,NA,NA,NA,NA,NA,NA,DUF927,PF06048.16,2.5e-91,330,611,1,281
UHM17.35739__k141_42889_34,1062.46860787812,-2.61792955829254,0.421168656834126,NA,NA,NA,NA,NA,NA,Prim_Zn_Ribbon,PF08273.17,8.7e-18,31,67,1,37
UHM17.35739__k141_42889_34,1062.46860787812,-2.61792955829254,0.421168656834126,NA,NA,NA,NA,NA,NA,Toprim_3,PF13362.11,7.1e-9,209,304,2,93
UHM17.35739__k141_91267_452,845.671940675027,-2.05028211742399,0.724207728136261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM17.35739__k141_97452_38,2013.3750923181599,-2.14781084124522,0.356932438169133,NA,NA,NA,NA,NA,NA,CPSase_L_D2,PF02786.22,8.699999999999999e-111,128,334,1,210
UHM17.35739__k141_97452_38,2013.3750923181599,-2.14781084124522,0.356932438169133,NA,NA,NA,NA,NA,NA,CPSase_L_D2,PF02786.22,8.699999999999999e-111,675,882,1,210
UHM17.35739__k141_97452_38,2013.3750923181599,-2.14781084124522,0.356932438169133,NA,NA,NA,NA,NA,NA,CPSase_L_D3,PF02787.24,1.7e-26,422,507,2,79
UHM17.35739__k141_97452_38,2013.3750923181599,-2.14781084124522,0.356932438169133,NA,NA,NA,NA,NA,NA,MGS,PF02142.27,3.5e-23,963,1049,2,94
UHM17.35739__k141_97452_38,2013.3750923181599,-2.14781084124522,0.356932438169133,NA,NA,NA,NA,NA,NA,ATP-grasp,PF02222.27,1.6e-16,684,852,2,160
UHM17.35739__k141_97452_38,2013.3750923181599,-2.14781084124522,0.356932438169133,NA,NA,NA,NA,NA,NA,ATP-grasp_3,PF02655.19,1.9e-7,674,852,2,157
UHM17.35739__k141_33266_352,1333.65832658929,-2.02009361131179,0.748261309981162,NA,NA,NA,NA,NA,NA,PLDc_2,PF13091.11,2.8999999999999996e-42,131,277,2,132
UHM17.35739__k141_33266_352,1333.65832658929,-2.02009361131179,0.748261309981162,NA,NA,NA,NA,NA,NA,PLDc_2,PF13091.11,2.8999999999999996e-42,323,444,3,127
UHM17.35739__k141_33266_352,1333.65832658929,-2.02009361131179,0.748261309981162,NA,NA,NA,NA,NA,NA,PLDc_N,PF13396.11,2.8e-8,19,53,8,41
UHM17.35739__k141_95952_11,127.808480503873,-2.22808862353848,0.0151279719734876,NA,NA,NA,NA,NA,NA,AP_endonuc_2,PF01261.29,2e-18,55,280,27,239
