Gene_ID,baseMean,log2FoldChange,padj,EC,cazyme_fam,sub_fam,diamond_fam,Substrate,#ofTools,DOMAIN,ACCESSION,EVALUE,QSTART,QEND,HMMSTART,HMMEND
UHM102.35765__k141_110662_189,452.945618897998,2.44006083326112,0.0860542283919007,NA,NA,NA,NA,NA,NA,ELFV_dehydrog_N,PF02812.23,3.5e-51,55,182,1,128
UHM102.35765__k141_139535_60,730.786657223364,2.28789149988702,0.427385694270654,NA,NA,NA,NA,NA,NA,TonB_dep_Rec_b-barrel,PF00593.29,1.4e-65,230,662,10,436
UHM102.35765__k141_139535_60,730.786657223364,2.28789149988702,0.427385694270654,NA,NA,NA,NA,NA,NA,Plug,PF07715.20,4.7e-25,60,155,2,106
UHM102.35765__k141_72827_12,1789.29919807249,2.44435482287984,0.103225081607789,NA,NA,NA,NA,NA,NA,DctM,PF06808.17,2.5e-89,8,414,2,409
UHM102.35765__k141_148405_88,1190.73773106786,3.44557806322138,0.0857391228824271,NA,NA,NA,NA,NA,NA,MMPL,PF03176.20,2.6e-33,200,373,115,293
UHM102.35765__k141_148405_88,1190.73773106786,3.44557806322138,0.0857391228824271,NA,NA,NA,NA,NA,NA,MMPL,PF03176.20,2.6e-33,533,776,59,305
UHM102.35765__k141_148405_88,1190.73773106786,3.44557806322138,0.0857391228824271,NA,NA,NA,NA,NA,NA,Sterol-sensing,PF12349.13,9.1e-14,255,373,9,127
UHM102.35765__k141_148405_88,1190.73773106786,3.44557806322138,0.0857391228824271,NA,NA,NA,NA,NA,NA,Sterol-sensing,PF12349.13,9.1e-14,644,784,8,146
UHM102.35765__k141_148405_88,1190.73773106786,3.44557806322138,0.0857391228824271,NA,NA,NA,NA,NA,NA,Patched,PF02460.23,3.5e-8,257,373,255,372
UHM102.35765__k141_148405_88,1190.73773106786,3.44557806322138,0.0857391228824271,NA,NA,NA,NA,NA,NA,SecD_SecF,PF02355.21,2.2e-5,614,737,27,150
UHM102.35765__k141_148405_216,556.094839315458,2.85749299032422,0.0878742204726919,NA,NA,NA,NA,NA,NA,Glyoxalase,PF00903.30,6.400000000000001e-22,185,304,2,107
UHM102.35765__k141_148405_216,556.094839315458,2.85749299032422,0.0878742204726919,NA,NA,NA,NA,NA,NA,Glyoxalase_4,PF13669.11,1.2e-15,31,130,3,98
UHM102.35765__k141_148405_216,556.094839315458,2.85749299032422,0.0878742204726919,NA,NA,NA,NA,NA,NA,Glyoxalase_4,PF13669.11,1.2e-15,199,298,12,99
UHM102.35765__k141_58495_120,345.919411468112,2.38525727248459,0.096710147586138,NA,NA,NA,NA,NA,NA,SIS,PF01380.27,2.3e-29,67,196,4,130
UHM102.35765__k141_58495_120,345.919411468112,2.38525727248459,0.096710147586138,NA,NA,NA,NA,NA,NA,CBS,PF00571.33,2.5e-20,237,280,11,55
UHM102.35765__k141_58495_120,345.919411468112,2.38525727248459,0.096710147586138,NA,NA,NA,NA,NA,NA,CBS,PF00571.33,2.5e-20,291,343,1,54
UHM102.35765__k141_59197_6,411.70188363908,2.7202890504797,0.0191901005452794,-,GT5(5-230),GT5_e28,-,-,2,Glyco_transf_5,PF08323.16,7.3e-50,5,231,1,220
UHM102.35765__k141_25837_216,480.143235039041,2.47350496746967,0.0949510518431773,NA,NA,NA,NA,NA,NA,PglZ,PF08665.17,2.9e-24,231,423,3,178
UHM102.35765__k141_25837_216,480.143235039041,2.47350496746967,0.0949510518431773,NA,NA,NA,NA,NA,NA,Response_reg,PF00072.29,4.7e-24,6,114,1,109
UHM102.35765__k141_69425_94,654.334669700852,3.38344459550736,0.096710147586138,NA,NA,NA,NA,NA,NA,FAD-depend_C,PF21688.2,8.999999999999999e-69,270,466,1,197
UHM102.35765__k141_69425_94,654.334669700852,3.38344459550736,0.096710147586138,NA,NA,NA,NA,NA,NA,GIDA,PF01134.27,6.1e-11,201,288,101,181
UHM102.35765__k141_69425_94,654.334669700852,3.38344459550736,0.096710147586138,NA,NA,NA,NA,NA,NA,FAD_binding_2,PF00890.29,8e-10,86,120,2,36
UHM102.35765__k141_69425_94,654.334669700852,3.38344459550736,0.096710147586138,NA,NA,NA,NA,NA,NA,Pyr_redox_2,PF07992.19,2.4e-9,85,254,2,113
UHM102.35765__k141_69425_94,654.334669700852,3.38344459550736,0.096710147586138,NA,NA,NA,NA,NA,NA,FAD_binding_3,PF01494.24,7.9e-6,85,119,3,37
UHM102.35765__k141_69425_222,804.761669309239,3.39022651516083,0.0949510518431773,NA,NA,NA,NA,NA,NA,DEAD,PF00270.34,4.1e-28,18,182,1,166
UHM102.35765__k141_69425_222,804.761669309239,3.39022651516083,0.0949510518431773,NA,NA,NA,NA,NA,NA,Helicase_C,PF00271.36,1.4999999999999998e-24,218,321,6,110
UHM102.35765__k141_69425_222,804.761669309239,3.39022651516083,0.0949510518431773,NA,NA,NA,NA,NA,NA,RecQ_Zn_bind,PF16124.10,8.8e-10,517,564,17,65
UHM102.35765__k141_149437_259,204.329538640124,2.37106249700599,0.0727696679208633,NA,NA,NA,NA,NA,NA,IclR,PF01614.23,1.7e-13,129,250,5,127
UHM102.35765__k141_149437_259,204.329538640124,2.37106249700599,0.0727696679208633,NA,NA,NA,NA,NA,NA,HTH_IclR,PF09339.15,3e-11,9,60,1,51
UHM102.35765__k141_45535_7,355.364170102143,2.3378329755878,0.0587257803189751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35765__k141_52000_453,1090.25680105214,2.1295332287936,0.30753067445234,NA,NA,NA,NA,NA,NA,Band_7,PF01145.30,9.7e-11,27,220,2,174
UHM102.35765__k141_150784_167,471.375343653848,3.51585580261116,0.0893018945853723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35765__k141_150784_199,650.453550058796,3.37510255595397,0.096710147586138,NA,NA,NA,NA,NA,NA,OEP,PF02321.23,4.2999999999999994e-49,39,234,1,186
UHM102.35765__k141_150784_199,650.453550058796,3.37510255595397,0.096710147586138,NA,NA,NA,NA,NA,NA,OEP,PF02321.23,4.2999999999999994e-49,261,435,3,176
UHM102.35765__k141_85146_2,568.997229552187,2.47912159846736,0.0957117881927136,NA,NA,NA,NA,NA,NA,SecY,PF00344.25,1.6999999999999998e-105,74,422,1,306
UHM102.35765__k141_13700_5,762.047092154039,3.02877935714166,0.080772188947243,NA,NA,NA,NA,NA,NA,Peptidase_M41,PF01434.23,3e-63,443,626,2,191
UHM102.35765__k141_13700_5,762.047092154039,3.02877935714166,0.080772188947243,NA,NA,NA,NA,NA,NA,AAA,PF00004.34,2.1999999999999998e-48,229,361,2,130
UHM102.35765__k141_13700_5,762.047092154039,3.02877935714166,0.080772188947243,NA,NA,NA,NA,NA,NA,AAA_lid_3,PF17862.6,1.6e-15,385,427,2,44
UHM102.35765__k141_13700_5,762.047092154039,3.02877935714166,0.080772188947243,NA,NA,NA,NA,NA,NA,FtsH_ext,PF06480.20,5.3e-6,18,121,2,93
UHM102.35765__k141_18345_48,482.107334360544,3.29447382384001,0.0998745960198335,NA,NA,NA,NA,NA,NA,ELFV_dehydrog,PF00208.26,3.9e-71,184,413,1,237
UHM102.35765__k141_18345_48,482.107334360544,3.29447382384001,0.0998745960198335,NA,NA,NA,NA,NA,NA,ELFV_dehydrog_N,PF02812.23,2e-55,38,165,1,128
UHM102.35766__k141_118650_4,604.379142135484,2.75364911988272,0.0929657130466233,NA,NA,NA,NA,NA,NA,UPF0004,PF00919.25,6.199999999999999e-24,10,112,1,98
UHM102.35766__k141_118650_4,604.379142135484,2.75364911988272,0.0929657130466233,NA,NA,NA,NA,NA,NA,Radical_SAM,PF04055.26,1.8000000000000001e-22,148,317,3,165
UHM102.35766__k141_118650_4,604.379142135484,2.75364911988272,0.0929657130466233,NA,NA,NA,NA,NA,NA,TRAM_2,PF18693.6,6.7e-19,374,435,1,61
UHM102.35766__k141_102653_15,517.621746299147,2.65841257600456,0.0860542283919007,NA,NA,NA,NA,NA,NA,Enolase_C,PF00113.27,1.7999999999999999e-130,140,428,3,294
UHM102.35766__k141_102653_15,517.621746299147,2.65841257600456,0.0860542283919007,NA,NA,NA,NA,NA,NA,Enolase_N,PF03952.21,2.7999999999999998e-61,4,133,1,131
UHM102.35766__k141_65176_2,469.087741907416,2.64126660203445,0.096710147586138,NA,NA,NA,NA,NA,NA,ACP_syn_III_C,PF08541.15,2.1e-37,246,335,1,90
UHM102.35766__k141_65176_2,469.087741907416,2.64126660203445,0.096710147586138,NA,NA,NA,NA,NA,NA,ACP_syn_III,PF08545.15,5.8e-28,108,189,1,80
UHM102.35766__k141_65176_2,469.087741907416,2.64126660203445,0.096710147586138,NA,NA,NA,NA,NA,NA,Chal_sti_synt_N,PF00195.24,6.1e-7,37,170,85,221
UHM102.35766__k141_37989_21,1293.20013869698,2.43652893518962,0.096710147586138,NA,NA,NA,NA,NA,NA,MM_CoA_mutase,PF01642.27,2.8e-115,578,710,22,151
UHM102.35766__k141_37989_21,1293.20013869698,2.43652893518962,0.096710147586138,NA,NA,NA,NA,NA,NA,MM_CoA_mutase,PF01642.27,2.8e-115,775,1139,150,511
UHM102.35766__k141_37989_21,1293.20013869698,2.43652893518962,0.096710147586138,NA,NA,NA,NA,NA,NA,MeaB,PF03308.21,7.2e-40,169,400,4,234
UHM102.35766__k141_37989_21,1293.20013869698,2.43652893518962,0.096710147586138,NA,NA,NA,NA,NA,NA,B12-binding,PF02310.24,1.4e-12,14,114,2,102
UHM102.35766__k141_37989_21,1293.20013869698,2.43652893518962,0.096710147586138,NA,NA,NA,NA,NA,NA,cobW,PF02492.24,1.1e-5,197,363,1,171
UHM102.35766__k141_102764_283,213.318438528414,2.60468872351534,0.189234001854146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_140660_5,535.458672732632,2.88367523197681,0.0587257803189751,NA,NA,NA,NA,NA,NA,EPSP_synthase,PF00275.25,2.3e-68,7,427,2,417
UHM102.35766__k141_102851_55,387.692833282339,2.36214653259718,0.096710147586138,NA,NA,NA,NA,NA,NA,Gp_dh_C,PF02800.25,1.3e-68,156,313,1,158
UHM102.35766__k141_102851_55,387.692833282339,2.36214653259718,0.096710147586138,NA,NA,NA,NA,NA,NA,Gp_dh_N,PF00044.29,1.3999999999999998e-41,4,103,1,100
UHM102.35766__k141_162765_165,538.710037937007,2.37458065074339,0.0875569031087132,NA,NA,NA,NA,NA,NA,CPSase_L_D2,PF02786.22,6.100000000000001e-74,115,321,1,208
UHM102.35766__k141_162765_165,538.710037937007,2.37458065074339,0.0875569031087132,NA,NA,NA,NA,NA,NA,Biotin_carb_N,PF00289.27,7.299999999999999e-47,1,110,1,110
UHM102.35766__k141_162765_165,538.710037937007,2.37458065074339,0.0875569031087132,NA,NA,NA,NA,NA,NA,Biotin_carb_C,PF02785.24,2.7999999999999995e-44,334,440,1,107
UHM102.35766__k141_162765_165,538.710037937007,2.37458065074339,0.0875569031087132,NA,NA,NA,NA,NA,NA,Dala_Dala_lig_C,PF07478.18,4.2e-11,142,291,26,174
UHM102.35766__k141_162765_165,538.710037937007,2.37458065074339,0.0875569031087132,NA,NA,NA,NA,NA,NA,ATP-grasp,PF02222.27,3.8e-8,138,292,14,159
UHM102.35766__k141_162765_293,255.55767712627,2.31541836991191,0.100124962051187,NA,NA,NA,NA,NA,NA,MotA_ExbB,PF01618.21,8.3e-29,145,255,12,126
UHM102.35766__k141_152338_6,310.436892208,2.45086006536176,0.303802710286191,NA,NA,NA,NA,NA,NA,TatD_DNase,PF01026.26,8.8e-72,14,274,1,253
UHM102.35766__k141_120935_44,2596.09428456839,3.33687375661876,0.00102948368947698,NA,NA,NA,NA,NA,NA,EIIC-GAT,PF03611.19,3.7e-122,12,406,2,394
UHM102.35766__k141_23458_181,371.464796274804,2.1794090859822,0.143784779145868,NA,NA,NA,NA,NA,NA,PALP,PF00291.30,9e-48,56,378,5,295
UHM102.35766__k141_142113_3,397.253046959068,3.09798519608501,0.0962376211526735,NA,NA,NA,NA,NA,NA,PrmA,PF06325.18,2.7999999999999995e-44,52,290,53,292
UHM102.35766__k141_142113_3,397.253046959068,3.09798519608501,0.0962376211526735,NA,NA,NA,NA,NA,NA,MTS,PF05175.19,4.7e-8,144,230,19,105
UHM102.35766__k141_147716_3,749.145125382895,2.80622086756658,0.0563682017882879,NA,NA,NA,NA,NA,NA,SUFBD,PF01458.22,1.1e-70,221,453,2,218
UHM102.35766__k141_147716_3,749.145125382895,2.80622086756658,0.0563682017882879,NA,NA,NA,NA,NA,NA,SufBD_N,PF19295.4,4.8e-13,46,204,19,166
UHM102.35766__k141_13401_10,1002.98597881452,3.05948198326759,0.0959840112127333,NA,NA,NA,NA,NA,NA,MutS_V,PF00488.26,1.3e-29,338,519,1,184
UHM102.35766__k141_51493_4,550.95001906742,3.37764650324972,0.091838744494674,NA,NA,NA,NA,NA,NA,A_deaminase,PF00962.27,1.7e-21,274,458,159,328
UHM102.35766__k141_105023_139,317.017656270573,2.0205256212356,0.602314438312231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_14013_35,521.998634692192,2.4126652042824,0.096710147586138,NA,NA,NA,NA,NA,NA,AdoHcyase,PF05221.22,1.5999999999999998e-134,11,147,2,138
UHM102.35766__k141_14013_35,521.998634692192,2.4126652042824,0.096710147586138,NA,NA,NA,NA,NA,NA,AdoHcyase,PF05221.22,1.5999999999999998e-134,148,437,172,299
UHM102.35766__k141_14013_35,521.998634692192,2.4126652042824,0.096710147586138,NA,NA,NA,NA,NA,NA,AdoHcyase_NAD,PF00670.26,1.3e-76,197,358,1,162
UHM102.35766__k141_14013_35,521.998634692192,2.4126652042824,0.096710147586138,NA,NA,NA,NA,NA,NA,2-Hacid_dh_C,PF02826.24,1.8e-8,214,306,31,127
UHM102.35766__k141_14013_35,521.998634692192,2.4126652042824,0.096710147586138,NA,NA,NA,NA,NA,NA,IlvN,PF07991.17,1.3e-5,217,282,2,68
UHM102.35766__k141_14013_35,521.998634692192,2.4126652042824,0.096710147586138,NA,NA,NA,NA,NA,NA,NAD_binding_7,PF13241.11,3e-5,217,306,5,92
UHM102.35766__k141_51846_6,847.107756473778,3.35108179628189,0.096710147586138,3.2.1.24:1,GH92(267-745),GH92_e13,-,host glycan,2,Glyco_hydro_92,PF07971.17,1.6e-156,295,745,1,459
UHM102.35766__k141_51846_6,847.107756473778,3.35108179628189,0.096710147586138,3.2.1.24:1,GH92(267-745),GH92_e13,-,host glycan,2,Glyco_hydro_92N,PF17678.6,4.3e-59,34,289,1,236
UHM102.35766__k141_171374_348,331.241838402271,2.21685923422886,0.159350710965077,NA,NA,NA,NA,NA,NA,Transket_pyr,PF02779.29,2.8e-43,3,178,2,173
UHM102.35766__k141_171374_348,331.241838402271,2.21685923422886,0.159350710965077,NA,NA,NA,NA,NA,NA,Transketolase_C,PF02780.25,2.9e-40,193,314,1,123
UHM102.35766__k141_132696_2,725.170687106468,3.37982821480499,0.0961519580787201,3.2.1.67:1,GH28(69-435),GH28_e10,-,pectin,2,Glyco_hydro_28,PF00295.22,2.6e-48,203,436,90,312
UHM102.35766__k141_14440_2,2537.92829958569,3.3361171809733,0.00630888681314597,NA,NA,NA,NA,NA,NA,2HCT,PF03390.20,3.0999999999999994e-153,23,440,1,415
UHM102.35766__k141_4350_8,544.227841425644,3.3582217726024,0.0758505171350131,NA,NA,NA,NA,NA,NA,ATP-grasp,PF02222.27,4.6e-46,115,281,2,170
UHM102.35766__k141_4350_8,544.227841425644,3.3582217726024,0.0758505171350131,NA,NA,NA,NA,NA,NA,RS_preATP-grasp-like,PF22660.1,1.4e-26,9,105,3,98
UHM102.35766__k141_4350_8,544.227841425644,3.3582217726024,0.0758505171350131,NA,NA,NA,NA,NA,NA,PurK_C,PF17769.6,3.8e-17,309,368,2,55
UHM102.35766__k141_89802_9,625.497661642119,2.58117194066425,0.0961519580787201,NA,NA,NA,NA,NA,NA,Aconitase,PF00330.25,1.2999999999999998e-165,7,455,1,463
UHM102.35766__k141_69635_4,541.55921548732,3.35207294394113,0.0478099712788945,NA,NA,NA,NA,NA,NA,Band_7,PF01145.30,3.1e-31,22,191,2,173
UHM102.35766__k141_165686_12,702.244990051031,3.37383215710815,0.0860542283919007,NA,NA,NA,NA,NA,NA,Biopterin_H,PF00351.26,6.0000000000000005e-31,28,153,59,189
UHM102.35766__k141_165686_12,702.244990051031,3.37383215710815,0.0860542283919007,NA,NA,NA,NA,NA,NA,Biopterin_H,PF00351.26,6.0000000000000005e-31,208,296,199,288
UHM102.35766__k141_57977_129,238.387139236045,2.16992376082355,0.111156227995864,NA,NA,NA,NA,NA,NA,Radical_SAM,PF04055.26,6.3e-25,62,223,1,165
UHM102.35766__k141_25241_65,317.583461546545,2.29316412060309,0.316028950941353,NA,NA,NA,NA,NA,NA,Meth_synt_2,PF01717.23,3.5e-39,6,330,1,318
UHM102.35766__k141_58684_157,333.246937097402,2.33361069984102,0.0938510747556665,NA,NA,NA,NA,NA,NA,tRNA-synt_1b,PF00579.30,2.8999999999999996e-55,3,277,7,291
UHM102.35767__k141_54123_3,516.079219164533,3.02663358501278,2.0109250620464e-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM125.35768__k141_74960_7,735.638366928694,3.15564826191743,0.110552779065212,NA,NA,NA,NA,NA,NA,DUF1983,PF09327.16,3.1e-21,844,911,14,81
UHM125.35768__k141_74960_7,735.638366928694,3.15564826191743,0.110552779065212,NA,NA,NA,NA,NA,NA,Phage-tail_3,PF13550.11,7.5e-11,341,496,2,155
UHM125.35768__k141_74960_103,303.439510990061,2.20124853424078,0.5381987133795,NA,NA,NA,NA,NA,NA,Porin_1,PF00267.26,9.999999999999999e-112,28,362,1,337
UHM125.35768__k141_50463_5,344.604673453112,4.94808944350487,1.65430718315936e-7,NA,NA,NA,NA,NA,NA,AAA_5,PF07728.19,7.8e-14,665,743,66,139
UHM125.35768__k141_110972_45,417.387804371289,2.04599840321618,0.602314438312231,NA,NA,NA,NA,NA,NA,FUSC_2,PF13515.11,8e-16,37,162,2,126
UHM125.35768__k141_110972_45,417.387804371289,2.04599840321618,0.602314438312231,NA,NA,NA,NA,NA,NA,FUSC,PF04632.17,1.5e-12,26,358,4,328
UHM125.35768__k141_105282_15,3316.03899707813,3.43754923737352,0.00372150802671904,NA,NA,NA,NA,NA,NA,sCache_3_2,PF17203.9,3.8e-23,48,177,3,133
UHM125.35768__k141_105282_15,3316.03899707813,3.43754923737352,0.00372150802671904,NA,NA,NA,NA,NA,NA,HATPase_c,PF02518.31,5.9e-18,438,541,8,110
UHM125.35768__k141_105282_15,3316.03899707813,3.43754923737352,0.00372150802671904,NA,NA,NA,NA,NA,NA,HATPase_c_5,PF14501.11,6.7e-8,436,527,6,91
UHM125.35768__k141_125886_3,692.6802379281,2.43153751935365,0.602314438312231,NA,NA,NA,NA,NA,NA,Usher,PF00577.25,4.2999999999999995e-97,133,676,2,548
UHM125.35768__k141_76701_41,375.792111863599,6.1047123673757,6.3983772005227905e-9,NA,NA,NA,NA,NA,NA,PEPcase,PF00311.22,0,9,895,1,919
UHM125.35768__k141_76701_41,375.792111863599,6.1047123673757,6.3983772005227905e-9,NA,NA,NA,NA,NA,NA,PEPcase_2,PF14010.11,2.5e-7,509,749,173,398
UHM125.35768__k141_82067_7,465.469019665327,3.22599846938395,0.0133559807159684,NA,NA,NA,NA,NA,NA,HemolysinCabind,PF00353.24,1.9e-19,1001,1035,2,36
UHM125.35768__k141_82067_7,465.469019665327,3.22599846938395,0.0133559807159684,NA,NA,NA,NA,NA,NA,HemolysinCabind,PF00353.24,1.9e-19,1037,1065,2,30
UHM125.35768__k141_82067_7,465.469019665327,3.22599846938395,0.0133559807159684,NA,NA,NA,NA,NA,NA,HemolysinCabind,PF00353.24,1.9e-19,1180,1213,2,35
UHM125.35768__k141_82067_7,465.469019665327,3.22599846938395,0.0133559807159684,NA,NA,NA,NA,NA,NA,HCBP_related,PF06594.16,1.8e-7,1122,1145,10,34
UHM125.35768__k141_22597_5,515.651096015749,4.50898187383449,0.00371034860314857,NA,NA,NA,NA,NA,NA,ABC_tran,PF00005.32,1.9e-31,19,167,1,136
UHM125.35768__k141_19096_7,288.494053063842,2.04609025711339,0.602314438312231,NA,NA,NA,NA,NA,NA,Fimbrial,PF00419.25,1.4e-14,27,160,2,151
UHM125.35768__k141_113813_42,149.618342069153,2.09483264899715,0.0831931855871524,NA,NA,NA,NA,NA,NA,OmpA,PF00691.25,3e-10,79,150,1,76
UHM125.35769__k141_151911_59,366.05697499178,2.13663738454836,0.577508535886203,NA,NA,NA,NA,NA,NA,OmpA,PF00691.25,5e-20,269,363,2,98
UHM125.35769__k141_53744_11,1109.34130289103,4.51382007124244,8.4907492855991e-4,NA,NA,NA,NA,NA,NA,TonB_dep_Rec_b-barrel,PF00593.29,1.4e-32,226,631,17,436
UHM125.35769__k141_53744_11,1109.34130289103,4.51382007124244,8.4907492855991e-4,NA,NA,NA,NA,NA,NA,Plug,PF07715.20,1e-19,41,139,8,106
UHM125.35769__k141_152066_17,661.579587260197,2.02564279248648,0.602314438312231,NA,NA,NA,NA,NA,NA,IAT_beta,PF11924.13,1.3e-86,193,470,3,279
UHM125.35769__k141_232756_19,448.080307153345,2.0406884820873,0.380510336147536,NA,NA,NA,NA,NA,NA,Wzy_C_2,PF11846.13,3.5000000000000004e-28,307,481,2,183
UHM125.35769__k141_232756_19,448.080307153345,2.0406884820873,0.380510336147536,NA,NA,NA,NA,NA,NA,Wzy_C,PF04932.20,2.1e-18,135,284,3,148
UHM125.35769__k141_232756_19,448.080307153345,2.0406884820873,0.380510336147536,NA,NA,NA,NA,NA,NA,PglL_A,PF15864.10,9.5e-8,96,120,1,25
UHM125.35769__k141_277499_38,377.334101999411,2.00008295438497,0.602314438312231,NA,NA,NA,NA,NA,NA,2-Hacid_dh_C,PF02826.24,6.8e-46,106,278,2,178
UHM125.35769__k141_277499_38,377.334101999411,2.00008295438497,0.602314438312231,NA,NA,NA,NA,NA,NA,NAD_binding_2,PF03446.20,5.9e-8,139,227,1,93
UHM125.35769__k141_72414_22,317.326072791905,2.22925441374536,0.040498395482047,NA,NA,NA,NA,NA,NA,Peripla_BP_6,PF13458.11,8.199999999999999e-105,40,375,2,339
UHM125.35769__k141_72414_22,317.326072791905,2.22925441374536,0.040498395482047,NA,NA,NA,NA,NA,NA,Peripla_BP_5,PF13433.11,1.6e-16,172,375,130,334
UHM125.35769__k141_72414_22,317.326072791905,2.22925441374536,0.040498395482047,NA,NA,NA,NA,NA,NA,ANF_receptor,PF01094.33,3.1e-6,62,372,4,348
UHM125.35769__k141_27890_107,415.51354158303,2.02467504937117,0.602314438312231,NA,NA,NA,NA,NA,NA,Peripla_BP_1,PF00532.26,4.2e-15,64,262,2,202
UHM125.35769__k141_27890_107,415.51354158303,2.02467504937117,0.602314438312231,NA,NA,NA,NA,NA,NA,Peripla_BP_4,PF13407.11,1.8e-10,67,315,2,257
UHM125.35769__k141_27890_107,415.51354158303,2.02467504937117,0.602314438312231,NA,NA,NA,NA,NA,NA,Peripla_BP_3,PF13377.11,3e-9,186,330,16,164
UHM125.35769__k141_27890_107,415.51354158303,2.02467504937117,0.602314438312231,NA,NA,NA,NA,NA,NA,LacI,PF00356.26,1.3e-6,5,52,2,46
UHM125.35769__k141_269584_46,395.205851110152,2.05241787408595,0.602314438312231,NA,NA,NA,NA,NA,NA,Peripla_BP_4,PF13407.11,9.6e-22,69,281,1,217
UHM125.35769__k141_269584_46,395.205851110152,2.05241787408595,0.602314438312231,NA,NA,NA,NA,NA,NA,Peripla_BP_1,PF00532.26,6.8e-19,67,262,2,199
