Gene_ID,baseMean,log2FoldChange,padj,EC,cazyme_fam,sub_fam,diamond_fam,Substrate,#ofTools,DOMAIN,ACCESSION,EVALUE,QSTART,QEND,HMMSTART,HMMEND
UHM102.35765__k141_44818_322,801.032118990943,2.52361904798515,0.670316685655313,NA,NA,NA,NA,NA,NA,Redoxin,PF08534.15,3.2e-11,313,419,24,135
UHM102.35765__k141_44818_322,801.032118990943,2.52361904798515,0.670316685655313,NA,NA,NA,NA,NA,NA,Thioredoxin_8,PF13905.11,9.6e-7,317,412,1,94
UHM102.35765__k141_74286_1,186.179821847653,2.1935337225864,0.463640014693846,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35765__k141_107481_81,787.989058650319,2.13870770021248,0.807569679332565,NA,NA,NA,NA,NA,NA,DUF5691,PF18944.5,2.3e-62,134,339,1,208
UHM102.35766__k141_140213_2,159.497233589755,2.40822484508787,0.242212082840638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_48555_40,662.26867160043,3.23403516616904,0.37124262420795,NA,NA,NA,NA,NA,NA,PdxA,PF04166.17,1.0999999999999999e-62,45,308,12,284
UHM102.35766__k141_86948_8,163.024948541068,2.29946665604427,0.245565209686817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_21982_8,184.721380174232,2.34679818304245,0.257715334200735,NA,NA,NA,NA,NA,NA,Glyoxalase,PF00903.30,1.2e-15,7,136,1,121
UHM102.35766__k141_76467_3,176.60889174776,2.39944977705256,0.242212082840638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_81721_8,212.268426938785,2.4320948473398,0.242212082840638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_33958_3,330.396531355839,2.31998984624669,0.247691593737406,NA,NA,NA,NA,NA,NA,Catalase,PF00199.24,1.2e-10,80,188,41,140
UHM102.35766__k141_81983_3,453.65748028337,2.44742597217351,0.242212082840638,NA,NA,NA,NA,NA,NA,Asp-Al_Ex,PF06826.17,9.5e-67,17,179,2,163
UHM102.35766__k141_81983_3,453.65748028337,2.44742597217351,0.242212082840638,NA,NA,NA,NA,NA,NA,Asp-Al_Ex,PF06826.17,9.5e-67,391,558,4,166
UHM102.35766__k141_81983_3,453.65748028337,2.44742597217351,0.242212082840638,NA,NA,NA,NA,NA,NA,TrkA_C,PF02080.26,7.4e-21,230,284,13,68
UHM102.35766__k141_81983_3,453.65748028337,2.44742597217351,0.242212082840638,NA,NA,NA,NA,NA,NA,TrkA_C,PF02080.26,7.4e-21,306,373,6,69
UHM102.35766__k141_55235_8,391.196634094902,2.24509124136427,0.320030093313543,NA,NA,NA,NA,NA,NA,CorA,PF01544.23,2.3e-54,31,318,2,292
UHM102.35766__k141_38459_7,531.365863221034,2.1612671462784,0.106241136761981,NA,NA,NA,NA,NA,NA,PLDc_2,PF13091.11,1.9e-30,317,450,7,132
UHM102.35766__k141_136033_3,192.930912234647,2.46192663094511,0.242212082840638,NA,NA,NA,NA,NA,NA,Alpha-E,PF04168.17,2.4e-12,3,153,1,173
UHM102.35766__k141_71728_55,387.674029975746,2.99819714085574,0.258595958396003,NA,NA,NA,NA,NA,NA,LysR_substrate,PF03466.25,3e-35,89,293,3,207
UHM102.35766__k141_71728_55,387.674029975746,2.99819714085574,0.258595958396003,NA,NA,NA,NA,NA,NA,HTH_1,PF00126.32,9.3e-24,4,63,1,60
UHM102.35766__k141_131075_2,316.795462093227,2.37626268909101,0.24924666156643,NA,NA,NA,NA,NA,NA,Cation_efflux,PF01545.26,1.7e-39,10,216,2,197
UHM102.35766__k141_131075_2,316.795462093227,2.37626268909101,0.24924666156643,NA,NA,NA,NA,NA,NA,ZT_dimer,PF16916.10,6.3e-7,225,295,5,74
UHM102.35766__k141_7277_5,244.170163175121,2.3902422394985,0.249919101482195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_120935_44,2596.09428456839,2.23439526797537,0.219115153651066,NA,NA,NA,NA,NA,NA,EIIC-GAT,PF03611.19,3.7e-122,12,406,2,394
UHM102.35766__k141_169713_38,482.315931641397,2.00118244006099,0.807569679332565,NA,NA,NA,NA,NA,NA,Sacchrp_dh_NADP,PF03435.23,6.6e-12,6,109,1,99
UHM102.35766__k141_94014_269,212.018203660282,2.49050727218977,0.242212082840638,NA,NA,NA,NA,NA,NA,PKHD_C,PF18331.6,6.1e-20,183,226,1,43
UHM102.35766__k141_94014_269,212.018203660282,2.49050727218977,0.242212082840638,NA,NA,NA,NA,NA,NA,2OG-FeII_Oxy_3,PF13640.11,1.9e-14,84,176,3,97
UHM102.35766__k141_158210_4,226.323893106738,2.40878474491352,0.242212082840638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_115300_2,233.030045796036,2.45476369219788,0.242212082840638,NA,NA,NA,NA,NA,NA,CTP_transf_3,PF02348.24,2.2e-54,4,222,2,217
UHM102.35766__k141_115300_2,233.030045796036,2.45476369219788,0.242212082840638,NA,NA,NA,NA,NA,NA,NTP_transf_3,PF12804.12,7.3e-10,12,121,9,117
UHM102.35766__k141_23925_55,392.234101793665,3.40479053597057,0.391473959721888,NA,NA,NA,NA,NA,NA,MarR_2,PF12802.12,8e-11,38,95,3,61
UHM102.35766__k141_23925_55,392.234101793665,3.40479053597057,0.391473959721888,NA,NA,NA,NA,NA,NA,HTH_34,PF13601.11,2.8e-8,42,111,2,72
UHM102.35766__k141_23925_55,392.234101793665,3.40479053597057,0.391473959721888,NA,NA,NA,NA,NA,NA,HTH_27,PF13463.11,1.9e-7,41,104,4,68
UHM102.35766__k141_23925_55,392.234101793665,3.40479053597057,0.391473959721888,NA,NA,NA,NA,NA,NA,HTH_24,PF13412.11,4e-5,42,85,5,48
UHM102.35766__k141_62059_5,195.148725469885,2.46786830157086,0.242212082840638,NA,NA,NA,NA,NA,NA,2-thiour_desulf,PF04463.17,1.3e-41,8,149,3,140
UHM102.35766__k141_137444_6,383.574620593133,2.25897960529166,0.196279536601755,NA,NA,NA,NA,NA,NA,AdeT1_2,PF19582.4,1.8e-114,49,332,104,394
UHM102.35766__k141_99653_2,242.658088364689,2.47437748717248,0.242212082840638,NA,NA,NA,NA,NA,NA,Lactamase_B_2,PF12706.12,3.4e-12,53,257,1,200
UHM102.35766__k141_99653_2,242.658088364689,2.47437748717248,0.242212082840638,NA,NA,NA,NA,NA,NA,Lactamase_B_3,PF13483.11,5.5e-7,43,247,7,151
UHM102.35766__k141_137612_23,262.527138374159,2.04753148190216,0.242212082840638,NA,NA,NA,NA,NA,NA,Bac_export_3,PF01313.24,3.1e-19,10,77,6,73
UHM102.35766__k141_14440_2,2537.92829958569,2.27628789760833,0.242212082840638,NA,NA,NA,NA,NA,NA,2HCT,PF03390.20,3.0999999999999994e-153,23,440,1,415
UHM102.35766__k141_14570_5,199.972461661015,2.37271809033528,0.242212082840638,NA,NA,NA,NA,NA,NA,DSPc,PF00782.25,2.4e-12,54,158,6,111
UHM102.35766__k141_14570_5,199.972461661015,2.37271809033528,0.242212082840638,NA,NA,NA,NA,NA,NA,Tc-R-P,PF22785.1,6.4e-10,51,143,7,102
UHM102.35766__k141_14570_5,199.972461661015,2.37271809033528,0.242212082840638,NA,NA,NA,NA,NA,NA,Y_phosphatase2,PF03162.18,4.5e-10,39,157,4,127
UHM102.35766__k141_14570_5,199.972461661015,2.37271809033528,0.242212082840638,NA,NA,NA,NA,NA,NA,PTP-NADK,PF22741.1,6.5e-8,48,157,29,145
UHM102.35766__k141_74235_12,174.049692660901,2.5058602946592,0.242212082840638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_19266_8,722.697564330601,2.41358870447504,0.242212082840638,NA,NA,NA,NA,NA,NA,DctM,PF06808.17,6.6e-16,578,751,247,412
UHM102.35766__k141_36371_4,302.147820270758,2.39046028132053,0.242212082840638,NA,NA,NA,NA,NA,NA,COX_ARM,PF06481.19,1.9e-8,297,323,18,44
UHM102.35766__k141_100501_2,256.193757556234,2.44519898679153,0.242212082840638,NA,NA,NA,NA,NA,NA,Response_reg,PF00072.29,1.2e-28,4,113,1,111
UHM102.35766__k141_100501_2,256.193757556234,2.44519898679153,0.242212082840638,NA,NA,NA,NA,NA,NA,Trans_reg_C,PF00486.33,9.799999999999999e-24,145,223,2,77
UHM102.35766__k141_116609_10,176.28387895384,2.30811772140178,0.27797745066748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_57968_2,328.934348404905,2.40731350747729,0.242212082840638,NA,NA,NA,NA,NA,NA,Acyl-CoA_dh_1,PF00441.29,1.0999999999999999e-32,251,399,1,147
UHM102.35766__k141_57968_2,328.934348404905,2.40731350747729,0.242212082840638,NA,NA,NA,NA,NA,NA,Acyl-CoA_dh_M,PF02770.24,9.7e-18,138,239,2,97
UHM102.35766__k141_57968_2,328.934348404905,2.40731350747729,0.242212082840638,NA,NA,NA,NA,NA,NA,Acyl-CoA_dh_N,PF02771.21,1.1e-9,9,133,5,113
UHM102.35766__k141_57968_2,328.934348404905,2.40731350747729,0.242212082840638,NA,NA,NA,NA,NA,NA,Acyl-CoA_dh_2,PF08028.16,1.2e-7,267,373,2,116
UHM102.35766__k141_117336_12,275.140979707573,2.38642744124361,0.242212082840638,NA,NA,NA,NA,NA,NA,ABC_tran,PF00005.32,1.9e-33,47,183,1,136
UHM102.35766__k141_19918_5,225.82838005704,2.3919556377167,0.242212082840638,NA,NA,NA,NA,NA,NA,SMC_ScpB,PF04079.21,2.5e-48,20,178,2,160
UHM102.35766__k141_30325_2,230.28713883278,2.47481563257039,0.242212082840638,NA,NA,NA,NA,NA,NA,Aldolase_II,PF00596.26,3.4e-46,20,202,2,183
UHM102.35766__k141_113086_2,194.419624358842,2.46941173193903,0.242212082840638,NA,NA,NA,NA,NA,NA,YqiJ_OB,PF07290.16,8.9e-18,130,189,2,63
UHM102.35766__k141_25175_3,310.635759761492,2.50270596600896,0.242212082840638,NA,NA,NA,NA,NA,NA,Cyt_bd_oxida_II,PF02322.20,4.3e-99,4,322,1,302
UHM102.35766__k141_90777_7,414.080699908819,2.340795373195,0.312383890342495,NA,NA,NA,NA,NA,NA,Aminotran_1_2,PF00155.26,8e-55,39,383,2,359
UHM102.35766__k141_134503_6,343.933379249765,2.30930959531965,0.269462671460801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35766__k141_149877_3,554.902358886155,2.43898039896514,0.242212082840638,NA,NA,NA,NA,NA,NA,Flot,PF15975.10,1.8e-42,426,551,1,124
UHM102.35766__k141_149877_3,554.902358886155,2.43898039896514,0.242212082840638,NA,NA,NA,NA,NA,NA,Band_7,PF01145.30,6.8e-17,41,184,10,144
UHM102.35766__k141_107748_3,399.071866754468,2.38555717861126,0.242212082840638,NA,NA,NA,NA,NA,NA,Wzy_C,PF04932.20,5.5e-14,202,330,5,148
UHM102.35766__k141_144903_1,283.909440238603,2.42445587270373,0.242212082840638,NA,NA,NA,NA,NA,NA,Phage_portal,PF04860.17,4.7e-16,91,332,38,270
UHM102.35766__k141_15266_11,266.935614048407,2.43184073178879,0.243824574016778,NA,NA,NA,NA,NA,NA,FHA,PF00498.31,2.3e-18,24,86,2,66
UHM102.35766__k141_15266_11,266.935614048407,2.43184073178879,0.243824574016778,NA,NA,NA,NA,NA,NA,Yop-YscD_cpl,PF16697.10,1e-12,8,93,3,90
UHM102.35766__k141_140133_182,371.067311265564,2.01887920544842,0.807569679332565,NA,NA,NA,NA,NA,NA,MotA_ExbB,PF01618.21,6.199999999999999e-29,86,203,11,125
UHM102.35766__k141_25867_4,160.234286532271,2.34624550927552,0.242212082840638,NA,NA,NA,NA,NA,NA,MAPEG,PF01124.23,1.9e-26,24,145,3,128
UHM102.35766__k141_41837_5,189.910707548148,2.37113109670406,0.180072894213957,NA,NA,NA,NA,NA,NA,IspA,PF04279.20,2.1e-45,1,201,1,175
UHM102.35767__k141_42443_7,291.141259398088,2.44145501275836,0.242212082840638,-,GH25(73-246),GH25_e57,-,-,2,Glyco_hydro_25,PF01183.25,4.2e-46,73,246,2,180
UHM102.35767__k141_42443_39,421.193896540303,2.34540806029427,0.242212082840638,NA,NA,NA,NA,NA,NA,Peptidase_S41,PF03572.23,3.1e-45,207,366,2,163
UHM102.35767__k141_170765_25,368.616112274793,2.44873246584399,0.258653635758846,NA,NA,NA,NA,NA,NA,Fe-ADH,PF00465.24,4.0999999999999997e-109,11,385,1,362
UHM102.35767__k141_170765_25,368.616112274793,2.44873246584399,0.258653635758846,NA,NA,NA,NA,NA,NA,Fe-ADH_2,PF13685.11,2.5e-19,19,109,5,92
UHM102.35767__k141_170765_25,368.616112274793,2.44873246584399,0.258653635758846,NA,NA,NA,NA,NA,NA,Fe-ADH_2,PF13685.11,2.5e-19,135,282,99,245
UHM102.35767__k141_170765_57,181.992679878052,2.37565585737189,0.242212082840638,NA,NA,NA,NA,NA,NA,CTP_transf_like,PF01467.31,1.5000000000000002e-28,7,135,1,132
UHM102.35767__k141_170765_57,181.992679878052,2.37565585737189,0.242212082840638,NA,NA,NA,NA,NA,NA,Citrate_ly_lig,PF08218.16,2.5e-5,13,69,9,63
UHM102.35767__k141_170765_89,155.932772791362,2.32304020929004,0.261554608833809,NA,NA,NA,NA,NA,NA,Usp,PF00582.31,6.7999999999999995e-35,3,145,2,141
UHM102.35767__k141_64333_24,180.883405587668,2.16567819743728,0.313375432787182,NA,NA,NA,NA,NA,NA,DUF417,PF04224.17,1.7e-33,22,163,8,171
UHM102.35767__k141_64333_56,487.578458674185,2.46509346889911,0.242212082840638,NA,NA,NA,NA,NA,NA,PolyA_pol,PF01743.25,1.1e-31,34,159,1,126
UHM102.35767__k141_64333_56,487.578458674185,2.46509346889911,0.242212082840638,NA,NA,NA,NA,NA,NA,PolyA_pol_arg_C,PF12626.12,5.5e-26,296,408,2,113
UHM102.35767__k141_64333_56,487.578458674185,2.46509346889911,0.242212082840638,NA,NA,NA,NA,NA,NA,PolyA_pol_RNAbd,PF12627.12,2e-9,186,246,1,60
UHM102.35767__k141_64333_88,182.56970496949,2.43816572084923,0.242212082840638,NA,NA,NA,NA,NA,NA,YGGT,PF02325.22,2.4e-22,108,177,3,69
UHM102.35767__k141_57294_20,178.848902000016,2.41279998239805,0.242212082840638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35767__k141_1081_9,484.601553629335,2.14513764590464,0.807569679332565,NA,NA,NA,NA,NA,NA,TauE,PF01925.24,1.2999999999999998e-43,35,296,1,237
UHM102.35767__k141_71693_18,538.033940373692,2.37964950253207,0.242212082840638,NA,NA,NA,NA,NA,NA,Malic_M,PF03949.20,1.6999999999999997e-102,272,532,1,258
UHM102.35767__k141_71693_18,538.033940373692,2.37964950253207,0.242212082840638,NA,NA,NA,NA,NA,NA,malic,PF00390.24,3.6e-78,82,262,1,182
UHM102.35767__k141_171495_31,170.562792227775,2.31176200320437,0.242212082840638,NA,NA,NA,NA,NA,NA,GST_N,PF02798.25,1e-10,1,74,3,75
UHM102.35767__k141_171495_31,170.562792227775,2.31176200320437,0.242212082840638,NA,NA,NA,NA,NA,NA,GST_N_2,PF13409.11,2.1e-8,10,75,4,69
UHM102.35767__k141_171495_31,170.562792227775,2.31176200320437,0.242212082840638,NA,NA,NA,NA,NA,NA,GST_N_3,PF13417.11,1e-5,14,78,13,72
UHM102.35767__k141_171495_31,170.562792227775,2.31176200320437,0.242212082840638,NA,NA,NA,NA,NA,NA,GST_C,PF00043.30,2.3e-5,117,174,20,75
UHM102.35767__k141_178309_8,434.528334595283,2.39511347044807,0.230321461002909,NA,NA,NA,NA,NA,NA,Lyase_1,PF00206.25,4.3e-65,12,309,1,305
UHM102.35767__k141_178309_8,434.528334595283,2.39511347044807,0.230321461002909,NA,NA,NA,NA,NA,NA,ASL_C,PF08328.16,1.3e-45,328,445,1,115
UHM102.35767__k141_178309_40,296.524959315192,2.42309425235786,0.242212082840638,NA,NA,NA,NA,NA,NA,BPD_transp_1,PF00528.27,1.1000000000000001e-27,155,336,1,182
UHM102.35767__k141_178309_72,498.911656980446,2.41416214963496,0.242212082840638,NA,NA,NA,NA,NA,NA,AMP-binding,PF00501.33,6.8e-70,42,392,9,374
UHM102.35767__k141_178309_72,498.911656980446,2.41416214963496,0.242212082840638,NA,NA,NA,NA,NA,NA,AMP-binding_C,PF13193.11,2.5e-24,454,531,2,76
UHM102.35767__k141_178309_136,175.140957280925,2.44067878528526,0.242212082840638,NA,NA,NA,NA,NA,NA,RuvA_N,PF01330.26,5.9e-22,1,61,1,61
UHM102.35767__k141_178309_136,175.140957280925,2.44067878528526,0.242212082840638,NA,NA,NA,NA,NA,NA,HHH_5,PF14520.11,1.5e-18,71,129,1,57
UHM102.35767__k141_178309_136,175.140957280925,2.44067878528526,0.242212082840638,NA,NA,NA,NA,NA,NA,RuvA_C,PF07499.18,2.2e-12,155,198,2,46
UHM102.35767__k141_86019_24,279.365959043187,2.3734927047239,0.242212082840638,NA,NA,NA,NA,NA,NA,HSDR_N,PF04313.19,1.3e-13,62,124,123,193
UHM102.35767__k141_86019_24,279.365959043187,2.3734927047239,0.242212082840638,NA,NA,NA,NA,NA,NA,HSDR_N_2,PF13588.11,2.5e-6,25,121,2,94
UHM102.35767__k141_86019_56,550.481811402334,2.43696152312214,0.242212082840638,NA,NA,NA,NA,NA,NA,ABC_membrane,PF00664.28,5e-31,161,426,4,273
UHM102.35767__k141_86019_56,550.481811402334,2.43696152312214,0.242212082840638,NA,NA,NA,NA,NA,NA,ABC_tran,PF00005.32,8.4e-31,494,640,4,137
UHM102.35767__k141_86019_88,266.475659796138,2.45184837120009,0.242212082840638,NA,NA,NA,NA,NA,NA,DUF6602,PF20247.3,1.5e-26,19,124,2,104
UHM102.35767__k141_15723_5,288.704915170713,2.35968613647211,0.242212082840638,NA,NA,NA,NA,NA,NA,A24_N_bact,PF06750.18,3e-32,21,127,1,83
UHM102.35767__k141_15723_5,288.704915170713,2.35968613647211,0.242212082840638,NA,NA,NA,NA,NA,NA,Peptidase_A24,PF01478.23,2.7e-23,138,247,1,104
UHM102.35767__k141_22405_2,169.049643617265,2.27507018377123,0.242212082840638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35767__k141_22405_34,501.341509121276,2.37403624618914,0.242212082840638,NA,NA,NA,NA,NA,NA,NIR_SIR,PF01077.27,2.9999999999999994e-57,119,274,1,156
UHM102.35767__k141_22405_34,501.341509121276,2.37403624618914,0.242212082840638,NA,NA,NA,NA,NA,NA,NIR_SIR,PF01077.27,2.9999999999999994e-57,409,543,7,148
UHM102.35767__k141_22405_34,501.341509121276,2.37403624618914,0.242212082840638,NA,NA,NA,NA,NA,NA,NIR_SIR_ferr,PF03460.22,1.8e-34,53,109,11,67
UHM102.35767__k141_22405_34,501.341509121276,2.37403624618914,0.242212082840638,NA,NA,NA,NA,NA,NA,NIR_SIR_ferr,PF03460.22,1.8e-34,341,395,13,67
UHM102.35767__k141_22405_66,710.412849572515,2.4253790612853,0.242212082840638,NA,NA,NA,NA,NA,NA,Thiolase_N,PF00108.28,3e-80,5,269,2,260
UHM102.35767__k141_22405_66,710.412849572515,2.4253790612853,0.242212082840638,NA,NA,NA,NA,NA,NA,Thiolase_C,PF02803.23,4.6e-46,276,400,1,123
UHM102.35767__k141_22405_66,710.412849572515,2.4253790612853,0.242212082840638,NA,NA,NA,NA,NA,NA,ketoacyl-synt,PF00109.31,5.5e-7,80,122,164,206
UHM102.35767__k141_22405_98,163.216193485489,2.47146179330826,0.242212082840638,NA,NA,NA,NA,NA,NA,DJ-1_PfpI,PF01965.29,4.2999999999999996e-44,3,184,1,164
UHM102.35767__k141_22405_130,370.639387553879,2.48183964861962,0.242212082840638,NA,NA,NA,NA,NA,NA,AA_permease,PF00324.26,9.3e-123,17,448,1,463
UHM102.35767__k141_22405_130,370.639387553879,2.48183964861962,0.242212082840638,NA,NA,NA,NA,NA,NA,AA_permease_2,PF13520.11,1.1e-41,21,435,9,422
UHM102.35767__k141_22405_226,352.941305980766,2.36305147751367,0.242212082840638,NA,NA,NA,NA,NA,NA,MFS_1,PF07690.21,3.5e-32,59,383,35,345
UHM102.35767__k141_22405_226,352.941305980766,2.36305147751367,0.242212082840638,NA,NA,NA,NA,NA,NA,Sugar_tr,PF00083.29,2.6999999999999997e-25,19,424,6,441
UHM102.35767__k141_22405_290,225.166106281976,2.35333083506364,0.242212082840638,NA,NA,NA,NA,NA,NA,HhH-GPD,PF00730.30,1.2e-19,45,179,1,107
UHM102.35767__k141_22405_290,225.166106281976,2.35333083506364,0.242212082840638,NA,NA,NA,NA,NA,NA,HHH,PF00633.28,4.4e-9,111,138,2,29
UHM102.35767__k141_22405_290,225.166106281976,2.35333083506364,0.242212082840638,NA,NA,NA,NA,NA,NA,EndIII_4Fe-2S,PF10576.14,3.3e-6,198,214,1,17
UHM102.35767__k141_206655_3,315.600668692002,2.22894842645238,0.242212082840638,NA,NA,NA,NA,NA,NA,Gp3-like,PF18897.5,1.6999999999999998e-48,12,208,1,190
UHM102.35767__k141_144305_24,1251.19421674641,2.41081979194177,0.242212082840638,NA,NA,NA,NA,NA,NA,UvrD-helicase,PF00580.26,1.9e-40,21,472,11,267
UHM102.35767__k141_144305_24,1251.19421674641,2.41081979194177,0.242212082840638,NA,NA,NA,NA,NA,NA,UvrD_C,PF13361.11,5.8e-26,483,860,1,344
UHM102.35767__k141_144305_24,1251.19421674641,2.41081979194177,0.242212082840638,NA,NA,NA,NA,NA,NA,PDDEXK_1,PF12705.12,1.5e-6,988,1198,36,190
UHM102.35767__k141_144305_120,208.798658361514,2.37559192651279,0.242212082840638,NA,NA,NA,NA,NA,NA,DUF308,PF03729.18,5.5e-23,23,91,2,72
UHM102.35767__k141_144305_120,208.798658361514,2.37559192651279,0.242212082840638,NA,NA,NA,NA,NA,NA,DUF308,PF03729.18,5.5e-23,80,148,3,73
UHM102.35767__k141_144305_152,202.226392620001,2.42533774993042,0.230321461002909,NA,NA,NA,NA,NA,NA,Ham1p_like,PF01725.21,1.0999999999999999e-62,12,203,1,184
UHM102.35767__k141_151069_39,232.483270258368,2.38557881056958,0.242212082840638,NA,NA,NA,NA,NA,NA,PapD_N,PF00345.25,9.5e-8,24,143,3,120
UHM102.35767__k141_151069_71,237.410733756805,2.34271824240069,0.242471087190193,-,GT25(2-176),GT25_e182,-,-,2,Glyco_transf_25,PF01755.22,5.499999999999999e-43,2,176,3,199
UHM102.35767__k141_136334_14,424.846590151211,2.30795529987669,0.242471087190193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
UHM102.35767__k141_136334_78,316.712799047432,2.37074410094074,0.242212082840638,NA,NA,NA,NA,NA,NA,ABC_tran,PF00005.32,5.3e-29,47,202,1,137
UHM102.35767__k141_136334_110,229.102310778838,2.35397780656499,0.242212082840638,NA,NA,NA,NA,NA,NA,Peptidase_M23,PF01551.27,2.6e-33,125,219,2,96
UHM102.35767__k141_136334_174,345.84149123197,2.44118777689582,0.242212082840638,NA,NA,NA,NA,NA,NA,APH,PF01636.28,9.1e-27,26,255,2,239
UHM102.35767__k141_136334_238,154.350803376421,2.40635091428599,0.242212082840638,NA,NA,NA,NA,NA,NA,N_methyl,PF07963.17,3.9e-10,3,28,2,27
UHM102.35767__k141_136334_238,154.350803376421,2.40635091428599,0.242212082840638,NA,NA,NA,NA,NA,NA,GspH,PF12019.13,2.2e-6,44,142,2,108
UHM102.35767__k141_136334_302,242.315943422193,2.43966256212986,0.242234257930839,NA,NA,NA,NA,NA,NA,Lysine_decarbox,PF03641.19,5.1e-42,47,177,1,131
UHM102.35767__k141_136334_302,242.315943422193,2.43966256212986,0.242234257930839,NA,NA,NA,NA,NA,NA,LDcluster4,PF18306.6,1.1e-16,16,122,14,117
UHM102.35767__k141_186455_61,838.226407327605,2.43569655492261,0.242212082840638,NA,NA,NA,NA,NA,NA,ACR_tran,PF00873.24,0,17,1039,1,1019
UHM102.35767__k141_186455_125,294.488397322752,2.43996726914963,0.242212082840638,NA,NA,NA,NA,NA,NA,APH,PF01636.28,2e-45,38,271,2,228
UHM102.35767__k141_186455_157,398.782980854208,2.43695669905792,0.242212082840638,NA,NA,NA,NA,NA,NA,PepSY_TM,PF03929.21,5.0000000000000005e-61,10,358,1,293
UHM102.35767__k141_136666_157,460.018377090493,2.01145949801911,0.807569679332565,NA,NA,NA,NA,NA,NA,DUF924,PF06041.16,9.8e-63,29,220,1,180
UHM102.35767__k141_124081_23,237.76037770529,2.3953508474694,0.242212082840638,NA,NA,NA,NA,NA,NA,AAA_31,PF13614.11,2.1e-62,3,177,2,177
UHM102.35767__k141_124081_23,237.76037770529,2.3953508474694,0.242212082840638,NA,NA,NA,NA,NA,NA,CbiA,PF01656.28,8.4e-31,5,228,1,125
UHM102.35767__k141_124081_23,237.76037770529,2.3953508474694,0.242212082840638,NA,NA,NA,NA,NA,NA,MipZ,PF09140.16,1.8e-10,4,158,2,140
